Municipio;Departamento;poblacionTotal;poblacionCabecera;Superficie;CategoriaRural
cali;valle del cauca;2227642.0;2172527.0;532.6548952429999;Urbana
alcala;valle del cauca;14062.0;10398.0;61.0003883534;Intermedia
andalucia;valle del cauca;22436.0;17413.0;156.626356223;Intermedia
ansermanuevo;valle del cauca;17448.0;10285.0;352.668770068;Rural
argelia;valle del cauca;5397.0;2852.0;84.8085253236;Intermedia
bolivar;valle del cauca;16021.0;4414.0;789.868181034;Rural disperso
buenaventura;valle del cauca;308188.0;235064.0;6183.71944983;Urbana
guadalajara de buga;valle del cauca;127545.0;110905.0;847.381889641;Urbana
bugalagrande;valle del cauca;24318.0;12670.0;449.799784279;Intermedia
caicedonia;valle del cauca;28825.0;23840.0;150.373653787;Intermedia
calima;valle del cauca;18054.0;11469.0;937.3344084270001;Rural
candelaria;valle del cauca;91825.0;23579.0;296.183805106;Intermedia
cartago;valle del cauca;135729.0;131641.0;246.106757757;Urbana
dagua;valle del cauca;48443.0;10930.0;997.289177436;Rural disperso
el aguila;valle del cauca;8909.0;2407.0;251.502916597;Rural disperso
el cairo;valle del cauca;6845.0;3198.0;293.554057103;Rural
el cerrito;valle del cauca;56470.0;35977.0;441.035917101;Intermedia
el dovio;valle del cauca;8886.0;5397.0;311.661251552;Rural
florida;valle del cauca;57374.0;40195.0;411.427637042;Intermedia
ginebra;valle del cauca;22741.0;10242.0;266.781052166;Intermedia
guacari;valle del cauca;33191.0;20421.0;162.340426718;Intermedia
jamundi;valle del cauca;159877.0;123615.0;585.1345375440001;Urbana
la cumbre;valle del cauca;16316.0;2901.0;205.328103916;Rural
la union;valle del cauca;33953.0;26991.0;116.29646363799999;Intermedia
la victoria;valle del cauca;12174.0;9082.0;260.466336504;Rural
obando;valle del cauca;12312.0;8949.0;201.344882693;Intermedia
palmira;valle del cauca;349294.0;275254.0;1015.83728697;Urbana
pradera;valle del cauca;47615.0;41422.0;357.05031103600004;Intermedia
restrepo;valle del cauca;15307.0;10047.0;103.363580809;Intermedia
riofrio;valle del cauca;15554.0;7358.0;298.78996168000003;Intermedia
roldanillo;valle del cauca;36797.0;27626.0;203.03950110899999;Intermedia
san pedro;valle del cauca;16942.0;7571.0;190.798270773;Intermedia
sevilla;valle del cauca;42133.0;31816.0;569.567304684;Intermedia
toro;valle del cauca;14612.0;9968.0;179.56683972;Intermedia
trujillo;valle del cauca;19226.0;8857.0;229.090973335;Intermedia
tulua;valle del cauca;212685.0;174951.0;790.131661337;Urbana
ulloa;valle del cauca;5465.0;2549.0;37.675723847499995;Intermedia
versalles;valle del cauca;7263.0;4094.0;463.02456018;Rural
vijes;valle del cauca;12734.0;7899.0;117.465447343;Intermedia
yotoco;valle del cauca;16019.0;8326.0;374.97291615899996;Rural
yumbo;valle del cauca;107334.0;92630.0;230.844611228;Intermedia
zarzal;valle del cauca;41925.0;31812.0;352.350106172;Intermedia
arauca;arauca;85585.0;74195.0;5490.22114969;Intermedia
arauquita;arauca;49841.0;13720.0;3196.93457973;Rural disperso
cravo norte;arauca;3925.0;2682.0;5504.50108105;Rural disperso
fortul;arauca;18938.0;9886.0;1072.98690871;Rural
puerto rondon;arauca;4399.0;2952.0;2236.28542229;Rural disperso
saravena;arauca;55554.0;42415.0;884.6648630520001;Intermedia
tame;arauca;43932.0;26784.0;5404.74983572;Rural
yopal;casanare;168433.0;143619.0;2504.13951226;Urbana
aguazul;casanare;36915.0;26517.0;1447.36762313;Intermedia
chameza;casanare;2500.0;1499.0;318.816823881;Rural disperso
hato corozal;casanare;12328.0;5167.0;5648.97745092;Rural disperso
la salina;casanare;1417.0;636.0;205.932786112;Rural disperso
mani;casanare;17211.0;11216.0;3738.77734986;Rural disperso
monterrey;casanare;17537.0;12178.0;754.7791378559999;Rural
nunchia;casanare;8826.0;1904.0;1132.58506215;Rural disperso
orocue;casanare;12340.0;5376.0;4739.84384039;Rural disperso
paz de ariporo;casanare;36277.0;24933.0;11952.125995299999;Rural disperso
pore;casanare;11967.0;6822.0;778.1463004550001;Rural
recetor;casanare;1634.0;312.0;182.770880245;Rural disperso
sabanalarga;casanare;3625.0;1781.0;402.931001107;Rural disperso
sacama;casanare;2090.0;1020.0;312.95945131999997;Rural disperso
san luis de palenque;casanare;8466.0;3058.0;2991.40422516;Rural disperso
tamara;casanare;6873.0;1634.0;1038.7493386;Rural disperso
tauramena;casanare;23527.0;14549.0;2395.86034522;Rural disperso
trinidad;casanare;13233.0;6891.0;2960.59113525;Rural disperso
villanueva;casanare;35305.0;26322.0;795.2358554680001;Intermedia
mocoa;putumayo;56398.0;38457.0;1427.6462331700002;Intermedia
colon;putumayo;5407.0;3419.0;65.7130169055;Intermedia
orito;putumayo;37745.0;19833.0;1964.61245386;Rural
puerto asis;putumayo;64867.0;38901.0;2780.26734373;Intermedia
puerto caicedo;putumayo;16095.0;6089.0;837.260058257;Rural
puerto guzman;putumayo;35390.0;4629.0;4497.864180310001;Rural disperso
leguizamo;putumayo;28468.0;12755.0;10777.82221;Rural disperso
sibundoy;putumayo;14940.0;10059.0;62.7289441335;Intermedia
san francisco;putumayo;5645.0;3385.0;500.185916331;Rural
san miguel;putumayo;18780.0;4912.0;338.445016908;Rural
santiago;putumayo;7290.0;3476.0;443.820034421;Rural
valle del guamuez;putumayo;33457.0;14882.0;799.136448635;Rural
villagarzon;putumayo;23700.0;13742.0;1263.33020119;Rural
san andres;archipielago de san andres;55291.0;41400.0;44.0;Intermedia
providencia;archipielago de san andres;5989.0;3493.0;17.0;Intermedia
leticia;amazonas;48144.0;33503.0;6142.49947376;Rural
el encanto;amazonas;2100.0;0.0;11292.301352;Rural disperso
la chorrera;amazonas;2967.0;0.0;12403.0110442;Rural disperso
la pedrera;amazonas;3820.0;0.0;13847.721150700001;Rural disperso
la victoria;amazonas;644.0;0.0;1473.73863246;Rural disperso
miriti - parana;amazonas;1850.0;0.0;16972.6116852;Rural disperso
puerto alegria;amazonas;748.0;0.0;8761.14171567;Rural disperso
puerto arica;amazonas;1013.0;0.0;13820.586943600001;Rural disperso
puerto narino;amazonas;9744.0;3544.0;1517.4140773800002;Rural disperso
puerto santander;amazonas;1758.0;0.0;14954.277832200001;Rural disperso
tarapaca;amazonas;3801.0;0.0;9060.09525536;Rural disperso
inirida;guainia;31514.0;20279.0;15740.7462175;Rural disperso
barranco minas;guainia;8088.0;0.0;9494.033310620001;Rural disperso
mapiripana;guainia;1022.0;0.0;4711.04679162;Rural disperso
san felipe;guainia;1667.0;0.0;3033.68295075;Rural disperso
puerto colombia;guainia;1874.0;0.0;15637.169302600001;Rural disperso
la guadalupe;guainia;279.0;0.0;1160.79543813;Rural disperso
cacahual;guainia;863.0;0.0;2298.05242911;Rural disperso
pana pana;guainia;1899.0;0.0;10053.3960506;Rural disperso
morichal;guainia;908.0;0.0;8545.99360684;Rural disperso
san jose del guaviare;guaviare;52815.0;36354.0;16229.9052324;Rural
calamar;guaviare;9528.0;4339.0;13955.2919955;Rural disperso
el retorno;guaviare;13653.0;3355.0;12244.0877903;Rural disperso
miraflores;guaviare;6771.0;1943.0;12648.6885341;Rural disperso
mitu;vaupes;29850.0;9746.0;16447.0286776;Rural disperso
caruru;vaupes;2915.0;1387.0;6816.2506356700005;Rural disperso
pacoa;vaupes;4042.0;0.0;13698.2755044;Rural disperso
taraira;vaupes;2215.0;957.0;6535.4778834399995;Rural disperso
papunaua;vaupes;727.0;0.0;5384.74752104;Rural disperso
yavarate;vaupes;1048.0;0.0;4660.45337035;Rural disperso
puerto carreno;vichada;20936.0;14974.0;12203.008134;Rural disperso
la primavera;vichada;10122.0;5586.0;18174.6307892;Rural disperso
santa rosalia;vichada;4059.0;2383.0;4105.00405359;Rural disperso
cumaribo;vichada;72691.0;2890.0;65391.1776161;Rural disperso
